Observer,Date,Site,Complexity_Level,Genus,Species,Fish_Name,Fish_Quantity,RTS_Location,Behavior,Bites,Bites_Location
Rahnke_S,9/21/2023,1,Medium,thalassoma,duperrey,saddlewrasse,1,4,swim,0,none
Rahnke_S,9/21/2023,1,Medium,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
Rahnke_S,9/21/2023,1,Medium,thalassoma,duperrey,saddlewrasse,1,5,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Rahnke_S,9/21/2023,1,Medium,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,2,swim,0,none
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,2,swim,0,none
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
InnesG_A,9/21/2023,1,Medium,thalassoma,duperrey,saddlewrasse,1,3,foraging,1,limu
InnesG_A,9/21/2023,1,Medium,thalassoma,duperrey,saddlewrasse,1,3,foraging,1,limu
InnesG_A,9/21/2023,1,Medium,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
InnesG_A,9/21/2023,1,Medium,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
InnesG_A,9/21/2023,1,Medium,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,3,foraging,1,substrate
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,2,foraging,2,substrate
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,foraging,1,substrate
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,2,foraging,3,substrate
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,foraging,2,substrate
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/21/2023,1,Medium,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,2,swim,0,none
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,foraging,2,substrate
InnesG_A,9/21/2023,1,Medium,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,none
Veneri_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
Veneri_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none
Veneri_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,4,swim,0,none
Veneri_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,3,foraging,1,substrate
Veneri_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
Veneri_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,3,foraging,1,substrate
Veneri_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
Cook_A,9/21/2023,1,Low,scarus,psittacus,palenoseparrotfish,1,2,swim,0,none
Cook_A,9/21/2023,1,Low,scarus,psittacus,palenoseparrotfish,1,2,swim,0,none
Cook_A,9/21/2023,1,Low,scarus,psittacus,palenoseparrotfish,1,2,swim,0,none
Cook_A,9/21/2023,1,Low,scarus,psittacus,palenoseparrotfish,1,2,swim,0,none
Cook_A,9/21/2023,1,Low,scarus,psittacus,palenoseparrotfish,1,2,swim,0,none
Cook_A,9/21/2023,1,Low,scarus,psittacus,palenoseparrotfish,1,2,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,6,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,4,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,4,swim,0,none
Cook_A,9/21/2023,1,Low,scarus,psittacus,palenoseparrotfish,1,2,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,4,foraging,4,substrate
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,4,foraging,5,substrate
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,2,foraging,7,substrate
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
Cook_A,9/21/2023,1,Low,acanthurus,nigrofuscus,brownsurgeonfish,1,2,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
Cook_A,9/21/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,9/29/2023,2,High,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,9/29/2023,2,High,chelonia,mydas,greenseaturtle,1,1,swim,0,none
InnesG_A,9/29/2023,2,High,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,9/29/2023,2,High,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,9/29/2023,2,High,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,2,foraging,2,substrate
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,2,foraging,2,substrate
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,2,foraging,1,substrate
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,2,foraging,1,substrate
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,2,foraging,1,substrate
InnesG_A,9/29/2023,2,Low,chlorurus,spilurus,bulletheadparrotfish,1,1,swim,0,none
InnesG_A,9/29/2023,2,Low,chlorurus,spilurus,bulletheadparrotfish,1,1,swim,0,none
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,3,substrate
InnesG_A,9/29/2023,2,Low,chlorurus,spilurus,bulletheadparrotfish,1,1,foraging,2,substrate
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,scarus,psittacus,palenoseparrotfish,1,1,foraging,5,substrate
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none
InnesG_A,9/29/2023,2,Low,thalassoma,duperrey,saddlewrasse,1,2,foraging,3,substrate
Cook_A,9/29/2023,2,High,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,1,swim,0,none
Cook_A,9/29/2023,2,High,chlorurus,spilurus,bulletheadparrotfish,1,1,foraging,11,substrate
Cook_A,9/29/2023,2,High,chlorurus,spilurus,bulletheadparrotfish,1,1,foraging,11,substrate
Cook_A,9/29/2023,2,High,chlorurus,spilurus,bulletheadparrotfish,1,1,foraging,11,substrate
Cook_A,9/29/2023,2,High,thalassoma,duperrey,saddlewrasse,1,3,foraging,2,substrate
Cook_A,9/29/2023,2,High,chaetodon,miliaris,milletseedbutterflyfish,1,1,foraging,2,substrate
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,1,foraging,4,substrate
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,1,foraging,4,substrate
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,1,foraging,4,substrate
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,1,foraging,4,substrate
Cook_A,9/29/2023,2,High,thalassoma,duperrey,saddlewrasse,1,3,foraging,3,substrate
Cook_A,9/29/2023,2,High,acanthurus,triostegus,convicttang,1,2,swim,0,none
Cook_A,9/29/2023,2,High,acanthurus,triostegus,convicttang,1,2,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,scarus,psittacus,palenoseparrotfish,1,3,swim,0,none
Cook_A,9/29/2023,2,High,acanthurus,blochii,ringtailsurgeonfish,1,6,foraging,6,substrate
Cook_A,9/29/2023,2,High,thalassoma,duperrey,saddlewrasse,1,2,foraging,3,substrate
Veneri_A,10/6/2023,3,Medium,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
Veneri_A,10/6/2023,3,Medium,thalassoma,duperrey,saddlewrasse,1,1,foraging,1,substrate
Veneri_A,10/6/2023,3,Low,dascyllus,albisella,hawaiiandascyllus,1,3,swim,0,none
Veneri_A,10/6/2023,3,Low,dascyllus,albisella,hawaiiandascyllus,1,4,swim,0,none
Veneri_A,10/6/2023,3,Low,dascyllus,albisella,hawaiiandascyllus,1,5,swim,0,none
Veneri_A,10/6/2023,3,Low,dascyllus,albisella,hawaiiandascyllus,1,5,swim,0,none
Cook_A,10/6/2023,3,Medium,acanthurus,blochii,ringtailsurgeonfish,1,1,foraging,6,substrate
Cook_A,10/6/2023,3,Medium,thalassoma,duperrey,saddlewrasse,1,1,foraging,2,substrate
Cook_A,10/6/2023,3,Low,scomberoides,lysan,spottedqueenfish,1,6,swim,0,none
Cook_A,10/6/2023,3,Low,scomberoides,lysan,spottedqueenfish,1,6,swim,0,none
Cook_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
Cook_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,2,foraging,2,limu
Cook_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
Cook_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
Cook_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,2,foraging,2,limu
Cook_A,11/3/2023,1,High,chelonia,mydas,greenseaturtle,1,6,swim,0,none
Cook_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,8,substrate
Cook_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,4,swim,0,none
Cook_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,4,swim,0,none
Cook_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,4,swim,0,none
Cook_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,6,swim,0,none
Cook_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,6,swim,0,none
Cook_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,6,swim,0,none
Cook_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,6,swim,0,none
Cook_A,11/3/2023,1,High,chelonia,mydas,greenseaturtle,1,4,foraging,1,limu
Cook_A,11/3/2023,1,High,acanthurus,blochii,ringtailsurgeonfish,1,2,foraging,16,substrate
Cook_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,5,foraging,3,substrate
Cook_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,6,substrate
Cook_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,3,foraging,3,substrate
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,5,foraging,1,substrate
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,1,limu
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,3,foraging,2,limu
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,3,both
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,6,both
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,5,substrate
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,5,substrate
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,5,substrate
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,5,substrate
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,5,substrate
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,4,foraging,5,substrate
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,3,foraging,2,substrate
Veneri_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,6,swim,0,none
Veneri_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,6,swim,0,none
Veneri_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,6,swim,0,none
Veneri_A,11/3/2023,1,High,mulloidichthys,flavolineatus,yellowstripegoatfish,1,6,swim,0,none
Veneri_A,11/3/2023,1,High,acanthurus,blochii,ringtailsurgeonfish,1,1,swim,0,none
Veneri_A,11/3/2023,1,High,acanthurus,blochii,ringtailsurgeonfish,1,1,swim,0,none
Veneri_A,11/3/2023,1,High,chelonia,mydas,greenseaturtle,1,4,swim,0,none
Veneri_A,11/3/2023,1,High,thalassoma,duperrey,saddlewrasse,1,3,foraging,1,limu
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,5,swim,0,none
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,5,swim,0,none
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,5,swim,0,none
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,6,swim,0,none
InnesG_A,11/3/2023,1,Low,chelonia,mydas,greenseaturtle,1,6,swim,0,none
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,2,foraging,1,substrate
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,4,swim,0,none
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,6,swim,0,none
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,6,foraging,1,substrate
InnesG_A,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none
Snyder_J,11/3/2023,1,Low,dascyllus,albisella,hawaiiandascyllus,1,1,swim,0,none
Snyder_J,11/3/2023,1,Low,dascyllus,albisella,hawaiiandascyllus,1,2,swim,0,none
Snyder_J,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none
Snyder_J,11/3/2023,1,Low,thalassoma,duperrey,saddlewrasse,1,4,swim,0,none
