Observer,Date,Site,Complexity_Level,RTS,Camera_Position,Genus,Species,Fish_Name,Fish_Quantity,RTS_Location,Behavior,Bites,Bites_Location,Limu_Bait,TimeIn_Frame,TimeOut_Frame,Time_Seconds,Notes,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none,none,5.43,5.45,2,,,
Cook_A,9/21/2023,1,1,2,2,chelonia,mydas,greenseaturtle,1,5,swim,0,none,none,5.43,6.03,20,,,
Cook_A,9/21/2023,1,1,2,2,mulloidichthys,flavolineatus,yellowstripe_goatfish,2,2,swim,0,none,none,5.51,5.53,2,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,2,5,swim,0,none,none,6.10,6.15,5,,,
Cook_A,9/21/2023,1,1,2,2,mulloidichthys,flavolineatus,yellowstripe_goatfish,13,5,swim,0,none,none,6.10,6.21,11,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,5,foraging,1,limu,dictyotaspp,6.32,6.46,14,bit limu position 4,,
Cook_A,9/21/2023,1,1,2,2,mulloidichthys,flavolineatus,yellowstripe_goatfish,11,5,swim,0,none,none,6.59,7.21,22,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,5,swim,0,none,none,7.02,7.08,6,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,5,swim,0,none,none,7.20,7.29,9,,,
Cook_A,9/21/2023,1,1,2,2,acanthurus,blochii,ringtail_surgeonfish,12,5,swim,0,none,none,9.27,9.53,26,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,5,foraging,1,substrate,none,10.33,10.54,21,,,
Cook_A,9/21/2023,1,1,2,2,chaetodon,lineolatus,linedbutterflyfish,2,4,foraging,2,substrate,none,10.41,10.56,15,,,
Cook_A,9/21/2023,1,1,2,2,ostracion,meleagris,spotted_boxfish,1,5,foraging,25,substrate,none,9.50,12.16,146,,,
Cook_A,9/21/2023,1,1,2,2,mulloidichthys,flavolineatus,yellowstripe_goatfish,1,2,swim,0,none,none,11.39,11.42,3,,,
Cook_A,9/21/2023,1,1,2,2,acanthurus,blochii,ringtail_surgeonfish,1,3,swim,0,none,none,11.42,11.59,17,,,
Cook_A,9/21/2023,1,1,2,2,mulloidichthys,flavolineatus,yellowstripe_goatfish,10,5,swim,0,none,none,12.07,12.17,10,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,12.09,12.38,29,,,
Cook_A,9/21/2023,1,1,2,2,mulloidichthys,flavolineatus,yellowstripe_goatfish,14,4,swim,0,none,none,12.28,12.41,13,end of video C2 (2),,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,4,swim,0,none,none,0.19,0.31,12,video C2 (3),,
Cook_A,9/21/2023,1,1,2,2,mulloidichthys,flavolineatus,yellowstripe_goatfish,2,3,swim,0,none,none,1.46,1.49,3,,,
Cook_A,9/21/2023,1,1,2,2,chelonia,mydas,greenseaturtle,1,3,swim,0,none,none,1.49,2.09,20,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,5,foraging,2,substrate,none,2.02,2.42,40,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,5,foraging,2,substrate,none,2.12,2.35,23,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,4,foraging,2,substrate,none,2.13,2.38,25,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,4,foraging,1,limu,dictyotaspp,3.00,3.07,7,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,4,swim,0,none,none,3.29,3.36,7,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,5.03,5.12,9,,,
Cook_A,9/21/2023,1,1,2,2,mulloidichthys,flavolineatus,yellowstripe_goatfish,5,2,swim,0,none,none,9.40,9.46,6,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,9.43,9.47,4,,,
Cook_A,9/21/2023,1,1,2,2,caranx,melampygus,bluefintrevally,4,3,swim,0,none,none,11.46,11.50,4,,,
Cook_A,9/21/2023,1,1,2,2,caranx,melampygus,bluefintrevally,4,3,swim,0,none,none,12.11,12.19,8,end video C2 (3),,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,0.42,0.49,7,video C2 (4),,
Cook_A,9/21/2023,1,1,2,2,mulloidichthys,flavolineatus,yellowstripe_goatfish,15,5,swim,0,none,none,2.35,3.27,52,,,
Cook_A,9/21/2023,1,1,2,2,mulloidichthys,flavolineatus,yellowstripe_goatfish,6,5,swim,0,none,none,4.47,4.52,5,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,4,swim,0,none,none,4.52,4.55,3,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,5.02,5.09,7,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,6.39,6.45,6,,,
Cook_A,9/21/2023,1,1,2,2,thalassoma,duperrey,saddlewrasse,1,4,swim,0,none,none,6.42,6.50,8,end of video survey @ 11:03,,
Cook_A,9/21/2023,1,1,2,3,thalassoma,duperrey,saddlewrasse,1,6,swim,0,none,none,11.09,11.35,26,"Survey starts @ 5:46, video C3 (2)",,
Cook_A,9/21/2023,1,1,2,3,thalassoma,duperrey,saddlewrasse,1,6,swim,0,none,none,1.19,1.32,13,video C3 (3),,
Cook_A,9/21/2023,1,1,2,3,chelonia,mydas,greenseaturtle,1,6,swim,0,none,none,2.20,2.41,21,,,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,9,6,swim,0,none,none,2.46,3.00,14,,,
Cook_A,9/21/2023,1,1,2,3,thalassoma,duperrey,saddlewrasse,1,6,foraging,1,limu,dictyotaspp,2.52,3.14,22,,,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,14,6,swim,0,none,none,3.43,4.00,17,,,
Cook_A,9/21/2023,1,1,2,3,thalassoma,duperrey,saddlewrasse,1,6,swim,0,none,none,3.43,3.59,16,,,
Cook_A,9/21/2023,1,1,2,3,acanthurus,blochii,ringtail_surgeonfish,12,6,swim,0,none,none,6.06,6.27,21,,,
Cook_A,9/21/2023,1,1,2,3,ostracion,meleagris,spotted_boxfish,1,6,foraging,22,substrate,none,6.30,8.38,8,,,
Cook_A,9/21/2023,1,1,2,3,thalassoma,duperrey,saddlewrasse,1,6,swim,0,none,none,7.07,7.37,30,,,
Cook_A,9/21/2023,1,1,2,3,acanthurus,blochii,ringtail_surgeonfish,7,6,swim,0,none,none,7.40,7.59,19,,,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,8,6,swim,0,none,none,8.38,8.50,12,,,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,12,6,swim,0,none,none,9.05,9.15,10,,,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,5,6,swim,0,none,none,9.48,9.57,9,,,
Cook_A,9/21/2023,1,1,2,3,chelonia,mydas,greenseaturtle,1,5,swim,0,none,none,11.25,11.31,6,,,
Cook_A,9/21/2023,1,1,2,3,thalassoma,duperrey,saddlewrasse,1,6,foraging,1,substrate,none,11.37,11.48,11,,,
Cook_A,9/21/2023,1,1,2,3,thalassoma,duperrey,saddlewrasse,1,6,foraging,1,substrate,none,11.42,12.01,19,end video C3 (3),,
Cook_A,9/21/2023,1,1,2,3,caranx,melampygus,bluefintrevally,2,6,swim,0,none,none,8.28,8.33,5,video C3 (4),,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,15,6,swim,0,none,none,12.09,12.43,34,end video C3 (4),,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,9,6,swim,0,none,none,0.00,1.02,62,video C3 (5),,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,6,6,swim,0,none,none,1.20,1.29,9,,,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,6,6,swim,0,none,none,1.38,1.58,20,,,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,6,6,swim,0,none,none,2.32,2.42,10,,,
Cook_A,9/21/2023,1,1,2,3,mulloidichthys,flavolineatus,yellowstripe_goatfish,12,6,swim,0,none,none,3.04,3.17,13,"end of video survey @ 7:14, video C3 (5)",,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,3,foraging,2,limu,padinaspp,3.36,4.03,27,"survey start @ 3:26, video A2 (3)",,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,7,substrate,none,3.39,4.07,28,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,10,substrate,none,3.38,4.30,52,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none,none,3.43,4.02,19,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,4,1,swim,0,none,none,3.54,4.04,10,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none,none,4.16,4.20,4,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,2,foraging,4,substrate,none,4.08,4.31,23,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,1,foraging,1,substrate,none,4.17,4.30,13,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,2,3,foraging,30,substrate,none,4.51,6.23,92,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,9,substrate,none,5.29,6.01,32,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,2,foraging,7,substrate,none,5.38,6.08,30,,,
Cook_A,9/21/2023,1,1,1,1,mulloidichthys,flavolineatus,yellowstripe_goatfish,1,3,swim,0,none,none,6.24,6.33,9,,,
Cook_A,9/21/2023,1,1,1,1,acanthurus,blochii,ringtail_surgeonfish,1,1,swim,0,none,none,6.30,6.38,8,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,1,swim,0,none,none,6.30,6.35,5,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,2,foraging,7,substrate,none,6.50,7.12,22,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,2,foraging,7,limu,dictyotaspp,6.52,7.18,26,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,3,substrate,none,6.56,7.12,16,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,1,foraging,18,substrate,none,7.17,8.10,53,,,
Cook_A,9/21/2023,1,1,1,1,mulloidichthys,flavolineatus,yellowstripe_goatfish,2,2,swim,0,none,none,7.26,7.32,6,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none,none,7.48,8.02,14,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,8.01,8.09,8,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,12,substrate,none,8.08,8.40,32,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,3,foraging,1,substrate,none,8.17,8.32,15,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,3,foraging,2,substrate,none,8.17,8.31,14,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,2,limu,padinaspp,8.21,8.33,12,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,2,foraging,1,substrate,none,8.48,9.16,28,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,2,foraging,1,substrate,none,8.53,9.10,17,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,10,substrate,none,9.26,10.13,47,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,9,substrate,none,9.38,10.17,39,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,2,foraging,8,substrate,none,9.43,10.14,31,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,3,3,foraging,20,substrate,none,10.39,12.12,93,,,
Cook_A,9/21/2023,1,1,1,1,acanthurus,blochii,ringtail_surgeonfish,1,1,foraging,4,substrate,none,10.40,10.54,14,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,2,1,foraging,5,substrate,none,11.13,11.18,5,,,
Cook_A,9/21/2023,1,1,1,1,mulloidichthys,flavolineatus,yellowstripe_goatfish,14,3,swim,0,none,none,11.19,11.40,21,,,
Cook_A,9/21/2023,1,1,1,1,gomphosus,varius,birdwrasse,1,3,swim,0,none,none,11.21,11.23,2,,,
Cook_A,9/21/2023,1,1,1,1,acanthurus,blochii,ringtail_surgeonfish,19,3,swim,0,none,none,11.25,11.51,26,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,10,substrate,none,11.40,12.08,28,,,
Cook_A,9/21/2023,1,1,1,1,mulloidichthys,flavolineatus,yellowstripe_goatfish,12,3,swim,0,none,none,11.59,12.45,46,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,2,swim,0,none,none,12.10,12.16,6,,,
Cook_A,9/21/2023,1,1,1,1,acanthurus,blochii,ringtail_surgeonfish,14,2,foraging,4,substrate,none,12.33,12.51,18,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,3,3,foraging,12,substrate,none,12.22,12.46,24,end video A2 (3),,
Cook_A,9/21/2023,1,1,1,1,acanthurus,blochii,ringtail_surgeonfish,14,3,foraging,14,substrate,none,0.00,0.30,30,video A2 (4),,
Cook_A,9/21/2023,1,1,1,1,mulloidichthys,flavolineatus,yellowstripe_goatfish,7,3,swim,0,none,none,0.06,0.21,15,,,
Cook_A,9/21/2023,1,1,1,1,mulloidichthys,flavolineatus,yellowstripe_goatfish,11,3,swim,0,none,none,0.34,1.00,26,,,
Cook_A,9/21/2023,1,1,1,1,acanthurus,blochii,ringtail_surgeonfish,32,3,swim,0,none,none,0.43,1.48,5,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,2,3,foraging,7,substrate,none,0.44,1.10,26,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,0.49,1.03,14,,,
Cook_A,9/21/2023,1,1,1,1,mulloidichthys,flavolineatus,yellowstripe_goatfish,7,3,swim,0,none,none,1.37,2.53,76,,,
Cook_A,9/21/2023,1,1,1,1,acanthurus,blochii,ringtail_surgeonfish,12,3,swim,0,none,none,2.27,2.46,19,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,1,swim,0,none,none,2.54,3.07,13,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,3.24,3.27,3,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,3.49,3.50,1,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,1,substrate,none,4.14,4.20,6,,,
Cook_A,9/21/2023,1,1,1,1,mulloidichthys,flavolineatus,yellowstripe_goatfish,6,3,swim,0,none,none,4.30,4.36,6,,,
Cook_A,9/21/2023,1,1,1,1,thalassoma,duperrey,saddlewrasse,1,3,swim,0,none,none,4.44,4.48,4,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,6,substrate,none,5.07,5.25,18,,,
Cook_A,9/21/2023,1,1,1,1,chelonia,mydas,greenseaturtle,1,2,swim,0,none,none,5.23,5.41,18,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,3,foraging,8,substrate,none,5.51,6.13,22,,,
Cook_A,9/21/2023,1,1,1,1,mulloidichthys,flavolineatus,yellowstripe_goatfish,4,2,swim,0,none,none,6.20,7.00,40,,,
Cook_A,9/21/2023,1,1,1,1,chaetodon,miliaris,milletseed_butterflyfish,1,2,swim,0,none,none,6.25,6.33,8,,,
